供应商,客户或合作方,客户类型,关系类型,工作内容或领域,原文证据,来源链接,来源日期,来源类型,置信度
Bespoke Labs,OpenAI,frontier lab,合作,Terminal-Bench 智能体评测（开源基准被使用，非明确付费客户）,"Terminal-Bench, which Anthropic, OpenAI, and Google DeepMind use for agent evaluation（搜索摘要）",https://www.businesswire.com/news/home/20260706827813/en/Bespoke-Labs-Announces-$40M-to-Build-the-Environments-That-Train-Reliable-Agents,2026-07-06,新闻稿,中
Bespoke Labs,Google DeepMind,frontier lab,合作,Terminal-Bench 智能体评测（开源基准被使用，非明确付费客户）,"Terminal-Bench, which Anthropic, OpenAI, and Google DeepMind use for agent evaluation（搜索摘要）",https://www.businesswire.com/news/home/20260706827813/en/Bespoke-Labs-Announces-$40M-to-Build-the-Environments-That-Train-Reliable-Agents,2026-07-06,新闻稿,中
Bespoke Labs,Anthropic / OpenAI / Meta 员工（个人天使）,frontier lab,投资方,A 轮个人天使投资,"Series A ... with participation from Mayfield, The House Fund, dbt Labs CEO Tristan Handy, and other angels from Anthropic, OpenAI, and Meta（搜索摘要）",https://www.businesswire.com/news/home/20260706827813/en/Bespoke-Labs-Announces-$40M-to-Build-the-Environments-That-Train-Reliable-Agents,2026-07-06,新闻稿,高
Bespoke Labs,Anthropic / OpenAI / Meta 员工（个人天使）,frontier lab,投资方,A 轮个人天使投资,"Backed by Anthropic, OpenAI, and Meta insiders, Bespoke Labs raises $40M（搜索摘要）",https://techfundingnews.com/backed-by-anthropic-openai-and-meta-insiders-bespoke-labs-raises-40m-can-better-environments-beat-bigger-models/,2026-07,媒体报道,中
Bespoke Labs,Jeff Dean（Google，个人天使）,科技大厂,投资方,种子轮个人天使投资,"seed round led by 8VC, with participation from Jeff Dean, Resolve AI CEO Spiros Xanthos, DevRev CEO Dheeraj Pandey（搜索摘要）",https://www.businesswire.com/news/home/20260706827813/en/Bespoke-Labs-Announces-$40M-to-Build-the-Environments-That-Train-Reliable-Agents,2026-07-06,新闻稿,高
Bespoke Labs,Wing VC,其他,投资方,A 轮领投,Series A round was led by Wing VC（搜索摘要）,https://siliconangle.com/2026/07/06/ai-post-training-startup-bespoke-labs-raises-40m-funding/,2026-07-06,媒体报道,中
Bespoke Labs,未具名 Fortune 500 企业 / frontier labs,企业,客户,推理数据策展、定制 RL 环境/评测数据,serves Fortune 500 enterprises and frontier labs (unnamed)（搜索摘要）,https://www.rl-list.com/vendors/bespoke-labs,未知,第三方目录,低
Bespoke Labs,Stanford University / Laude Institute,高校研究机构,共建基准,Terminal-Bench（Stanford+Laude 主导的开放学术合作；Bespoke 提供 API 额度）,Bespoke Labs provided API credits supporting leaderboard evaluations（搜索摘要）,https://arxiv.org/abs/2601.11868,2026-01,论文,低
Bespoke Labs,DataComp 社区,高校研究机构,合作,OpenThoughts 开源推理数据集,A collaboration led by Bespoke Labs and the DataComp community,https://github.com/open-thoughts/open-thoughts,未知,官方 GitHub README,高
Bespoke Labs,Toyota Research Institute,企业,合作,OpenThoughts 项目共同赞助/合作,# Sponsors - Bespoke Labs - Toyota Research Institute,https://raw.githubusercontent.com/open-thoughts/open-thoughts/main/README.md,未知,官方 GitHub README,高
Bespoke Labs,Stanford University,高校研究机构,合作,OpenThoughts 推理数据集联合研究,"team of researchers and engineers from Bespoke Labs, Stanford, University of California Berkeley, University of Washington, UT Austin",https://raw.githubusercontent.com/open-thoughts/open-thoughts/main/README.md,未知,官方 GitHub README,高
Bespoke Labs,UC Berkeley,高校研究机构,合作,OpenThoughts 推理数据集联合研究,"team of researchers and engineers from Bespoke Labs, Stanford, University of California Berkeley, University of Washington",https://raw.githubusercontent.com/open-thoughts/open-thoughts/main/README.md,未知,官方 GitHub README,高
Bespoke Labs,University of Washington,高校研究机构,合作,OpenThoughts 推理数据集联合研究,"team of researchers and engineers from Bespoke Labs, Stanford, University of California Berkeley, University of Washington",https://raw.githubusercontent.com/open-thoughts/open-thoughts/main/README.md,未知,官方 GitHub README,高
Bespoke Labs,LAION,其他,合作,OpenThoughts 推理数据集联合研究,"Juelich Supercomputing Center (JSC), LAION, UCLA, UNC Chapel Hill, UT Austin, and Toyota Research Institute",https://raw.githubusercontent.com/open-thoughts/open-thoughts/main/README.md,未知,官方 GitHub README,高
Bespoke Labs,Juelich Supercomputing Center (JSC),高校研究机构,合作,OpenThoughts 推理数据集联合研究/算力,"Juelich Supercomputing Center (JSC), LAION, UCLA, UNC Chapel Hill",https://raw.githubusercontent.com/open-thoughts/open-thoughts/main/README.md,未知,官方 GitHub README,高
Bespoke Labs,Hugging Face / Together AI,AI 应用公司,合作,联合举办推理数据集竞赛（Curator）,Launching Reasoning Datasets Competition with HuggingFace and Together.ai,https://raw.githubusercontent.com/bespokelabsai/curator/main/README.md,2025-04-09,官方 GitHub README,高
Bespoke Labs,kluster.ai,AI 应用公司,合作,Curator 推理 API 合作推广,"Through our partnership with kluster.ai, new users using Curator can access open-source models like DeepSeek-R1",https://raw.githubusercontent.com/bespokelabsai/curator/main/README.md,2025-01-30,官方 GitHub README,高
Collinear AI,Amazon,科技大厂,客户,RL 仿真环境/训练数据,works with three of the world's top four AI labs as well as household-name customers like Amazon（搜索摘要）,https://aws.amazon.com/solutions/case-studies/collinear-sagemaker/,未知,客户/合作方官方案例,高
Collinear AI,未具名 三家全球前四 AI 实验室,frontier lab,客户,RL 环境、verifier、训练数据,works with three of the world's top four AI labs（搜索摘要）,https://aws.amazon.com/solutions/case-studies/collinear-sagemaker/,未知,客户/合作方官方案例,中
Collinear AI,Amazon Web Services (AWS),科技大厂,合作,基于 SageMaker AI 构建仿真实验室,"Collinear worked alongside Amazon Web Services (AWS), using serverless tuning to consolidate its frameworks（搜索摘要）",https://aws.amazon.com/solutions/case-studies/collinear-sagemaker/,未知,客户/合作方官方案例,高
Collinear AI,Kore.ai,AI 应用公司,客户,客服智能体数据包、9 语种安全与质量,Collinear recently partnered with Kore.ai to enhance their XO GPT suite of models（搜索摘要）,https://www.collinear.ai/case-studies/transforming-enterprise-ai-with-innovation-and-safety,未知,官方案例,高
Collinear AI,未具名 国家级 AI 研究实验室,政府,客户,多语种模型安全红队/评测（7 类攻击、30+ 危害类）,How a Leading Research Lab Achieved Multilingual Model Excellence with Collinear（搜索摘要）,https://www.collinear.ai/case-studies/empowering-national-ai-innovation-how-a-leading-research-lab-achieved-multilingual-model-excellence-with-collinear,未知,官方案例,中
Collinear AI,Together AI,AI 应用公司,合作,TraitBasis 模拟用户集成进 Together Evals,"partnership with Together continues to deepen, with TraitBasis ... now integrated into Together Evals（搜索摘要）",https://blog.collinear.ai/p/collinear-newsletter-10-notes-on,未知,官方博客,中
Collinear AI,Khasm Labs,其他,合作,加入 Khasm Labs 第 11 期加速器（对接电信/科技大厂）,Collinear AI is joining Khasm Labs' Batch 11（搜索摘要）,https://www.linkedin.com/posts/collinearai_big-news-collinear-ai-is-joining-khasm-activity-7308270983163875329-A6m3,2025-03,官方社媒,低
Adaptive ML,AT&T,企业,客户,RLOps 平台微调专用模型，嵌入 FDE（反欺诈、客服、text-to-SQL 等 50+ 用例）,AT&T has doubled its software footprint within the Adaptive Engine platform and embedded Adaptive Forward Deployed Engineers（搜索摘要）,https://en.prnasia.com/releases/global/adaptive-ml-and-at-t-expand-ai-collaboration-to-scale-specialized-models-across-enterprise-workflows-536703.shtml,2026-06-10,新闻稿,高
Adaptive ML,SK Telecom,企业,客户,多语种内容审核，微调 Gemma 3,SK Telecom tuned open models as small as Gemma 3 4B to exceed frontier performance at multilingual content moderation（搜索摘要）,https://deepmind.google/models/gemma/gemmaverse/adaptiveml/,未知,合作方官方页面,高
Adaptive ML,Google DeepMind,frontier lab,合作,Gemmaverse 案例展示（基于 Gemma 3 训练）,Adaptive ML trains Gemma 3 for exceptional multilingual results（搜索摘要）,https://deepmind.google/models/gemma/gemmaverse/adaptiveml/,未知,合作方官方页面,中
Adaptive ML,Manulife,金融机构,客户,多年期协议，RLOps 层（核保报价、销售顾问等）,Manulife is deploying Adaptive Engine as the strategic reinforcement learning operations (RLOps) layer for its global AI platform（搜索摘要）,https://www.manulife.com/ca/en/about-us/news/manulife-selects-adaptive-ml-to-scale-enterprise-ai,2025-12-22,新闻稿,高
Adaptive ML,Manulife,金融机构,客户,多年期协议，模型微调,Manulife Selects Adaptive ML as Reinforcement Learning Engine to Scale Enterprise AI（搜索摘要）,https://www.prnewswire.com/news-releases/manulife-selects-adaptive-ml-as-reinforcement-learning-engine-to-scale-enterprise-ai-302647271.html,2025-12-22,新闻稿,高
Adaptive ML,Datadog,科技大厂,客户变动（停止合作等）,被 Datadog 收购并入 Datadog AI Research（独立性终止）,Datadog announced that it has acquired Adaptive ML ... Financial terms of the transaction were not disclosed（搜索摘要）,https://www.datadoghq.com/about/latest-news/press-releases/datadog-acquires-adaptive-ml-to-accelerate-its-investment-in-ai-research-and-development/,2026-06-30,新闻稿,高
Adaptive ML,Index Ventures,其他,投资方,$20M 种子轮领投,Adaptive ML raised $20M in seed funding led by Index Ventures along with ICONIQ Capital（搜索摘要）,https://www.businesswire.com/news/home/20240312461522/en/Adaptive-ML-Raises-$20M-to-Help-Companies-Build-Unique-GenAI-Experiences,2024-03-12,新闻稿,高
Adaptive ML,ICONIQ Capital,其他,投资方,$20M 种子轮跟投,led by Index Ventures along with ICONIQ Capital（搜索摘要）,https://www.businesswire.com/news/home/20240312461522/en/Adaptive-ML-Raises-$20M-to-Help-Companies-Build-Unique-GenAI-Experiences,2024-03-12,新闻稿,高
Preference Model,未具名 frontier AI labs,frontier lab,合作,ML 研究类 RL 训练环境,We're partnering with frontier AI labs to build capabilities for the next generation of LLMs（搜索摘要）,https://www.preferencemodel.com/,未知,官网,中
Preference Model,未具名 1–3 家实验室（独家合同）,frontier lab,客户,闭源环境独家供给实验室,"seed stage company with less than 20 employees, focused on 1 to 3 customers at most ... serves them in exclusive contracts to the labs（搜索摘要）",https://newsletter.semianalysis.com/p/rl-environments-and-rl-for-science,未知,媒体报道,低
Sepal AI,Mercor,其他,客户变动（停止合作等）,被 Mercor 收购（接手其与前沿实验室研究员的关系）,Mercor Acquires Sepal AI（搜索摘要）,https://www.orrick.com/en/News/2026/02/Mercor-Acquires-Sepal-AI,2026-02,律所公告,高
Sepal AI,Mercor,其他,客户变动（停止合作等）,被 Mercor 收购，长程研究/RL 环境,Today we're welcoming Sepal AI to Mercor（搜索摘要）,https://www.linkedin.com/posts/mercor-ai_today-were-welcoming-sepal-ai-to-mercor-activity-7424897704905826304-N_PJ,2026-02,官方社媒,高
Sepal AI,未具名 Fortune 500 与顶级 AI 研究实验室,frontier lab,客户,基准、评测与训练数据,already counts multiple Fortune 500s and top AI research labs as paying customers（搜索摘要）,https://www.ycombinator.com/companies/sepal-ai,未知,官方目录页,中
Proximal,Prime Intellect,AI 应用公司,合作,FrontierSWE 以 Prime Intellect Environment 形式上架,FrontierSWE is also available as a Prime Intellect Environment,https://github.com/Proximal-Labs/frontier-swe,2026,官方 GitHub README,高
Proximal,OpenAI 员工（个人天使）,frontier lab,投资方,种子轮个人天使,"backers include Scribble Ventures (lead), and angels from OpenAI, Anthropic, Thinking Machines, Google DeepMind, xAI, Meta Superintelligence, Cursor and Cognition（搜索摘要）",https://www.rl-list.com/vendors/proximal,未知,第三方目录,低
Proximal,Anthropic 员工（个人天使）,frontier lab,投资方,种子轮个人天使,"backers include Scribble Ventures (lead), and angels from OpenAI, Anthropic, Thinking Machines, Google DeepMind, xAI, Meta Superintelligence, Cursor and Cognition（搜索摘要）",https://www.rl-list.com/vendors/proximal,未知,第三方目录,低
Proximal,Google DeepMind 员工（个人天使）,frontier lab,投资方,种子轮个人天使,"backers include Scribble Ventures (lead), and angels from OpenAI, Anthropic, Thinking Machines, Google DeepMind, xAI, Meta Superintelligence, Cursor and Cognition（搜索摘要）",https://www.rl-list.com/vendors/proximal,未知,第三方目录,低
Proximal,xAI 员工（个人天使）,frontier lab,投资方,种子轮个人天使,"backers include Scribble Ventures (lead), and angels from OpenAI, Anthropic, Thinking Machines, Google DeepMind, xAI, Meta Superintelligence, Cursor and Cognition（搜索摘要）",https://www.rl-list.com/vendors/proximal,未知,第三方目录,低
Proximal,Meta Superintelligence 员工（个人天使）,frontier lab,投资方,种子轮个人天使,"backers include Scribble Ventures (lead), and angels from OpenAI, Anthropic, Thinking Machines, Google DeepMind, xAI, Meta Superintelligence, Cursor and Cognition（搜索摘要）",https://www.rl-list.com/vendors/proximal,未知,第三方目录,低
Proximal,Thinking Machines 员工（个人天使）,frontier lab,投资方,种子轮个人天使,"backers include Scribble Ventures (lead), and angels from OpenAI, Anthropic, Thinking Machines, Google DeepMind, xAI, Meta Superintelligence, Cursor and Cognition（搜索摘要）",https://www.rl-list.com/vendors/proximal,未知,第三方目录,低
