供应商,客户或合作方,客户类型,关系类型,工作内容或领域,原文证据,来源链接,来源日期,来源类型,置信度
海天瑞声 SpeechOcean/DataOcean AI,月之暗面,国内大模型公司,客户变动（停止合作等）,否认合作,截至公告披露日，公司未与北京月之暗面科技有限公司开展业务合作,https://www.cls.cn/detail/1627621,2024-03-22,公告/媒体报道,高
光轮智能 Lightwheel,英伟达,科技大厂,合作,仿真资产/合成数据/评测,合作伙伴涵盖英伟达、谷歌、Figure AI、1X Technologies…阿里、智元机器人…比亚迪、吉利等,https://finance.sina.com.cn/wm/2026-03-12/doc-inhqtcut4893757.shtml,2026-03-12,融资稿/媒体报道,中
光轮智能 Lightwheel,谷歌,frontier lab,合作,仿真资产/合成数据/评测,合作伙伴涵盖英伟达、谷歌、Figure AI、1X Technologies…阿里、智元机器人…比亚迪、吉利等,https://finance.sina.com.cn/wm/2026-03-12/doc-inhqtcut4893757.shtml,2026-03-12,融资稿/媒体报道,中
光轮智能 Lightwheel,Figure AI、1X Technologies,垂直AI,合作,仿真资产/合成数据/评测,合作伙伴涵盖英伟达、谷歌、Figure AI、1X Technologies…阿里、智元机器人…比亚迪、吉利等,https://finance.sina.com.cn/wm/2026-03-12/doc-inhqtcut4893757.shtml,2026-03-12,融资稿/媒体报道,中
光轮智能 Lightwheel,阿里,科技大厂,合作,仿真资产/合成数据/评测,合作伙伴涵盖英伟达、谷歌、Figure AI、1X Technologies…阿里、智元机器人…比亚迪、吉利等,https://finance.sina.com.cn/wm/2026-03-12/doc-inhqtcut4893757.shtml,2026-03-12,融资稿/媒体报道,中
光轮智能 Lightwheel,智元机器人、银河通用机器人,垂直AI,合作,仿真资产/合成数据/评测,合作伙伴涵盖英伟达、谷歌、Figure AI、1X Technologies…阿里、智元机器人…比亚迪、吉利等,https://finance.sina.com.cn/wm/2026-03-12/doc-inhqtcut4893757.shtml,2026-03-12,融资稿/媒体报道,中
光轮智能 Lightwheel,丰田、博世、比亚迪、吉利,企业,合作,仿真资产/合成数据/评测,合作伙伴涵盖英伟达、谷歌、Figure AI、1X Technologies…阿里、智元机器人…比亚迪、吉利等,https://finance.sina.com.cn/wm/2026-03-12/doc-inhqtcut4893757.shtml,2026-03-12,融资稿/媒体报道,中
光轮智能 Lightwheel,Google DeepMind、英伟达、迪士尼研究院、丰田研究院,frontier lab,合作,Newton开源物理引擎指导委员会,加入开源GPU加速物理引擎Newton，与谷歌DeepMind、英伟达…引领推动,https://news.bjd.com.cn/2026/05/29/11773323.shtml,2026-05-29,媒体报道/搜索摘要,中
光轮智能 Lightwheel,NVIDIA 英伟达,科技大厂,合作,Isaac Lab-Arena 评测/任务层共建；GR00T 模型部署；合成数据,Isaac Lab-Arena...evaluation and task layers designed in close collaboration with Lightwheel,https://www.nvidia.com/en-us/case-studies/lightwheel/,2026,NVIDIA 官方客户案例（搜索摘要）,高
光轮智能 Lightwheel,Google DeepMind,frontier lab,官网客户墙（转述）,仿真资产与合成数据集用于具身智能,"partners including Google DeepMind, Figure, AgiBot, ByteDance, Geely, and BYD leverage the Lightwheel Simulation Platform",https://www.nvidia.com/en-us/case-studies/lightwheel/,2026,NVIDIA 客户案例（搜索摘要）,中
光轮智能 Lightwheel,Figure AI,垂直 AI,客户,具身仿真/合成数据,客户覆盖英伟达、谷歌、Figure AI、1X Technologies、字节、阿里…,https://news.qq.com/rain/a/20260311A055JX00,2026-03-11,媒体（融资通稿，搜索摘要）,中
光轮智能 Lightwheel,1X Technologies,垂直 AI,客户,具身仿真/合成数据,客户覆盖英伟达、谷歌、Figure AI、1X Technologies…,https://news.qq.com/rain/a/20260311A055JX00,2026-03-11,媒体（融资通稿，搜索摘要）,中
光轮智能 Lightwheel,字节跳动,科技大厂,客户,具身仿真资产与合成数据,客户覆盖…字节、阿里、智元机器人、银河通用机器人…,https://news.qq.com/rain/a/20260311A055JX00,2026-03-11,媒体（融资通稿，搜索摘要）,中
光轮智能 Lightwheel,阿里巴巴,科技大厂,客户,具身仿真资产与合成数据,客户覆盖…字节、阿里…,https://news.qq.com/rain/a/20260311A055JX00,2026-03-11,媒体（融资通稿，搜索摘要）,中
光轮智能 Lightwheel,智元机器人 AgiBot,垂直 AI,客户,具身仿真/合成数据,客户覆盖…智元机器人、银河通用机器人…,https://news.qq.com/rain/a/20260311A055JX00,2026-03-11,媒体（融资通稿，搜索摘要）,中
光轮智能 Lightwheel,银河通用 Galbot,垂直 AI,客户,具身仿真/合成数据,客户覆盖…银河通用机器人、丰田、博世…,https://news.qq.com/rain/a/20260311A055JX00,2026-03-11,媒体（融资通稿，搜索摘要）,中
光轮智能 Lightwheel,丰田 Toyota,企业,客户,具身仿真/合成数据,客户覆盖…丰田、博世、比亚迪、吉利等,https://news.qq.com/rain/a/20260311A055JX00,2026-03-11,媒体（融资通稿，搜索摘要）,中
光轮智能 Lightwheel,博世 Bosch,企业,客户,仿真/合成数据,客户覆盖…丰田、博世、比亚迪、吉利等,https://news.qq.com/rain/a/20260311A055JX00,2026-03-11,媒体（融资通稿，搜索摘要）,中
光轮智能 Lightwheel,比亚迪 BYD,企业,客户,仿真/合成数据,客户覆盖…比亚迪、吉利等国内外企业,https://news.qq.com/rain/a/20260311A055JX00,2026-03-11,媒体（融资通稿，搜索摘要）,中
光轮智能 Lightwheel,吉利 Geely,企业,合作,GR00T N1.5 部署于吉利工厂 Unitree H1 人形机器人,deployed GR00T N1.5 foundation models in Unitree H1 humanoid robots at Geely's live automotive factory,https://www.nvidia.com/en-us/case-studies/lightwheel/,2026,NVIDIA 客户案例（搜索摘要）,中
标贝科技 DataBaker,微软,frontier lab,官网客户墙（转述）,语音合成/识别数据及TTS定制,已与微软、百度、阿里、腾讯、京东、滴滴、字节跳动、网易、360、三星、小鹏、美的…中国银行等百余家企业客户建立合作,https://www.fromgeek.com/corp/1243-518640.html,未知,企业专栏/百科（搜索摘要）,低
标贝科技 DataBaker,百度,科技大厂,官网客户墙（转述）,语音合成/识别数据及TTS定制,已与微软、百度、阿里、腾讯、京东、滴滴、字节跳动、网易、360、三星、小鹏、美的…中国银行等百余家企业客户建立合作,https://www.fromgeek.com/corp/1243-518640.html,未知,企业专栏/百科（搜索摘要）,低
标贝科技 DataBaker,阿里巴巴,科技大厂,官网客户墙（转述）,语音合成/识别数据及TTS定制,已与微软、百度、阿里、腾讯、京东、滴滴、字节跳动、网易、360、三星、小鹏、美的…中国银行等百余家企业客户建立合作,https://www.fromgeek.com/corp/1243-518640.html,未知,企业专栏/百科（搜索摘要）,低
标贝科技 DataBaker,腾讯,科技大厂,官网客户墙（转述）,语音合成/识别数据及TTS定制,已与微软、百度、阿里、腾讯、京东、滴滴、字节跳动、网易、360、三星、小鹏、美的…中国银行等百余家企业客户建立合作,https://www.fromgeek.com/corp/1243-518640.html,未知,企业专栏/百科（搜索摘要）,低
标贝科技 DataBaker,字节跳动,科技大厂,官网客户墙（转述）,语音合成/识别数据及TTS定制,已与微软、百度、阿里、腾讯、京东、滴滴、字节跳动、网易、360、三星、小鹏、美的…中国银行等百余家企业客户建立合作,https://www.fromgeek.com/corp/1243-518640.html,未知,企业专栏/百科（搜索摘要）,低
标贝科技 DataBaker,京东,科技大厂,官网客户墙（转述）,语音合成/识别数据及TTS定制,已与微软、百度、阿里、腾讯、京东、滴滴、字节跳动、网易、360、三星、小鹏、美的…中国银行等百余家企业客户建立合作,https://www.fromgeek.com/corp/1243-518640.html,未知,企业专栏/百科（搜索摘要）,低
标贝科技 DataBaker,滴滴,科技大厂,官网客户墙（转述）,语音合成/识别数据及TTS定制,已与微软、百度、阿里、腾讯、京东、滴滴、字节跳动、网易、360、三星、小鹏、美的…中国银行等百余家企业客户建立合作,https://www.fromgeek.com/corp/1243-518640.html,未知,企业专栏/百科（搜索摘要）,低
标贝科技 DataBaker,小鹏汽车,企业,官网客户墙（转述）,语音合成/识别数据及TTS定制,已与微软、百度、阿里、腾讯、京东、滴滴、字节跳动、网易、360、三星、小鹏、美的…中国银行等百余家企业客户建立合作,https://www.fromgeek.com/corp/1243-518640.html,未知,企业专栏/百科（搜索摘要）,低
标贝科技 DataBaker,中国银行,金融机构,官网客户墙（转述）,语音合成/识别数据及TTS定制,已与微软、百度、阿里、腾讯、京东、滴滴、字节跳动、网易、360、三星、小鹏、美的…中国银行等百余家企业客户建立合作,https://www.fromgeek.com/corp/1243-518640.html,未知,企业专栏/百科（搜索摘要）,低
标贝科技 DataBaker,喜马拉雅/Rokid/Roobo,AI 应用公司,官网客户墙（转述）,语音合成数据与解决方案,获得百度、滴滴、腾讯、喜马拉雅小雅音箱、芋头科技Rokid、Roobo机器人等大客户的长期稳定合作,https://36kr.com/p/1721970114561,2019前后,媒体报道（36氪，搜索摘要）,低
数据堂 Datatang,毫末智行,垂直 AI,财报披露,2022年前五大客户（自动驾驶/语音等训练数据）,2022年财报显示前五大客户…毫末智行，年度销售占比14.04%,https://www.jiemian.com/article/10687034.html,2024-01,媒体报道（引2022年报，搜索摘要）,中
数据堂 Datatang,Phantom AI,垂直 AI,财报披露,2022年前五大客户（自动驾驶/语音等训练数据）,2022年财报显示前五大客户…Phantom AI，年度销售占比5.76%,https://www.jiemian.com/article/10687034.html,2024-01,媒体报道（引2022年报，搜索摘要）,中
数据堂 Datatang,BOUNTY COUNTRY PTY LTD,其他,财报披露,2022年前五大客户（自动驾驶/语音等训练数据）,2022年财报显示前五大客户…BOUNTY COUNTRY PTY LTD，年度销售占比4.59%,https://www.jiemian.com/article/10687034.html,2024-01,媒体报道（引2022年报，搜索摘要）,中
数据堂 Datatang,百度（中国）有限公司,科技大厂,财报披露,2022年前五大客户（自动驾驶/语音等训练数据）,2022年财报显示前五大客户…百度（中国）有限公司，年度销售占比3.85%,https://www.jiemian.com/article/10687034.html,2024-01,媒体报道（引2022年报，搜索摘要）,中
数据堂 Datatang,腾讯科技（成都）有限公司,科技大厂,财报披露,2022年前五大客户（自动驾驶/语音等训练数据）,2022年财报显示前五大客户…腾讯科技（成都）有限公司，年度销售占比3.45%,https://www.jiemian.com/article/10687034.html,2024-01,媒体报道（引2022年报，搜索摘要）,中
数据堂 Datatang,鹏城实验室,高校研究机构,财报披露,AI评测测试业务（2023年新增主要客户）,“其他服务”2023年收入6019万元…AI评测测试业务，鹏城实验室为主要新增客户,https://xinsanban.eastmoney.com/Article/NoticeContent?id=AN202407101637763439,2024-07-10,问询函回复（搜索摘要）,中
数据堂 Datatang,诠视科技,垂直 AI,合作,具身智能数据战略合作,数据堂于2026年8月与诠视科技开启具身智能战略合作,https://datatang.com/news,2026-08,官网新闻（搜索摘要）,低
数据堂 Datatang,开放传神 OpenCSG,AI应用公司,合作,训练数据资源共享与开源生态,与开放传神（OpenCSG）达成战略合作,https://datatang.com/news,2025,官网新闻/搜索摘要,中
数据堂 Datatang,灵心巧手,垂直AI,合作,具身智能数据,与灵心巧手签署战略合作协议…具身智能,https://datatang.com/news,2025,官网新闻/搜索摘要,中
Abaka AI（2077AI）,字节跳动 Seed（豆包大模型团队）、M-A-P,科技大厂,共建基准,SuperGPQA 285学科研究生级评测集,作者名单：…Jiaheng Liu and Qunshu Lin and Wenhao Huang and Ge Zhang（论文亦列2077AI合作，后者为搜索摘要）,https://raw.githubusercontent.com/SuperGPQA/SuperGPQA/main/README.md,2025-02,论文/GitHub,中
Abaka AI（2077AI）,字节跳动 Seed、港科大、北大、清华,科技大厂,共建基准,REER逆向工程推理（开放式生成）论文，2077AI为署名机构,2077AI appears as an affiliation…alongside ByteDance Seed,https://arxiv.org/html/2509.06160v1,2025-09,论文/搜索摘要,中
Abaka AI（2077AI）,M-A-P、东京大学、卡内基梅隆大学,高校研究机构,共建基准,KINA知识评测基准,"KINA is developed through a collaboration among 2077AI, M-A-P, the University of Tokyo, and CMU",https://arxiv.org/pdf/2606.05104,2026-06,论文/搜索摘要,中
Abaka AI（2077AI）,MMAR音频推理基准合作方,高校研究机构,共建基准,语音/音频/音乐深度推理评测,2077AI is also listed as an affiliation in research on MMAR,https://arxiv.org/html/2505.13032v1,2025-05,论文/搜索摘要,低
Abaka AI（2077AI）,Spinel Capital、Future Value Capital,其他,投资方,A轮800万美元，累计2000万美元,Total funding has reached $20 million from investors like Spinel Capital and Future Value Capital,https://finance.yahoo.com/sectors/technology/articles/abaka-ai-secures-8m-expand-140242975.html,2025/2026（未核）,融资稿,高
Abaka AI（2077AI）,frontier AI labs 与世界500强（未具名）,frontier lab,客户,多模态数据/专家标注/评测,Their clients include frontier AI labs and Fortune 500s,https://www.linkedin.com/in/abakaai/,未核,官方社媒/搜索摘要,低
Abaka AI（2077AI）,上海人工智能实验室 OpenDataLab（OmniDocBench）,高校研究机构,论文致谢,OmniDocBench 数据集标注,Thank [2077AI](https://2077ai.com) for supporting the dataset annotation.,https://github.com/opendatalab/OmniDocBench,2024-12起,GitHub README（已核对原文）,高
Abaka AI（2077AI）,字节跳动 豆包 Seed（SuperGPQA）,科技大厂,共建基准,SuperGPQA 285 学科研究生级基准，2077AI 构建、Abaka 为核心贡献者,"SuperGPQA…constructed by 2077AI Open Source Foundation, with Abaka AI serving as a core contributor",https://seed.bytedance.com/en/blog/doubao-seed-team-launched-supergpqa-an-open-source-benchmark-test-set-covering-285-disciplines,2025-03,官方博客+Abaka 博客（搜索摘要）,中
Abaka AI（2077AI）,PublicAI,AI 应用公司,合作,1024 万美元战略合作，为 KOR-Bench/SuperGPQA 征集难题,PublicAI Joins Forces with Abaka AI in $10.24M Global Mission,https://finance.yahoo.com/news/publicai-joins-forces-abaka-ai-153200161.html,2025,新闻稿（搜索摘要）,中
晴数智慧 Magic Data（原爱数智慧）,微软,frontier lab,官网客户墙（转述）,对话式AI/语音/多轮对话数据集,客户包括微软、高通、英伟达、阿里巴巴、百度、腾讯等国内外近300家合作伙伴,https://www.magicdatatech.cn/,未知,官网/导航站（搜索摘要）,低
晴数智慧 Magic Data（原爱数智慧）,高通,企业,官网客户墙（转述）,对话式AI/语音/多轮对话数据集,客户包括微软、高通、英伟达、阿里巴巴、百度、腾讯等国内外近300家合作伙伴,https://www.magicdatatech.cn/,未知,官网/导航站（搜索摘要）,低
晴数智慧 Magic Data（原爱数智慧）,英伟达,科技大厂,官网客户墙（转述）,对话式AI/语音/多轮对话数据集,客户包括微软、高通、英伟达、阿里巴巴、百度、腾讯等国内外近300家合作伙伴,https://www.magicdatatech.cn/,未知,官网/导航站（搜索摘要）,低
晴数智慧 Magic Data（原爱数智慧）,阿里巴巴,科技大厂,官网客户墙（转述）,对话式AI/语音/多轮对话数据集,客户包括微软、高通、英伟达、阿里巴巴、百度、腾讯等国内外近300家合作伙伴,https://www.magicdatatech.cn/,未知,官网/导航站（搜索摘要）,低
晴数智慧 Magic Data（原爱数智慧）,百度,科技大厂,官网客户墙（转述）,对话式AI/语音/多轮对话数据集,客户包括微软、高通、英伟达、阿里巴巴、百度、腾讯等国内外近300家合作伙伴,https://www.magicdatatech.cn/,未知,官网/导航站（搜索摘要）,低
晴数智慧 Magic Data（原爱数智慧）,腾讯,科技大厂,官网客户墙（转述）,对话式AI/语音/多轮对话数据集,客户包括微软、高通、英伟达、阿里巴巴、百度、腾讯等国内外近300家合作伙伴,https://www.magicdatatech.cn/,未知,官网/导航站（搜索摘要）,低
晴数智慧 Magic Data（原爱数智慧）,微软、高通、英伟达、阿里巴巴、百度、腾讯,科技大厂,官网客户墙（转述）,对话式AI/语音数据,客户包括微软、高通、英伟达、阿里巴巴、百度、腾讯等国内外近300家合作伙伴,https://www.magicdatatech.cn/about,未核,官网/搜索摘要,低
晴数智慧 Magic Data（原爱数智慧）,凡创资本,其他,投资方,B轮数千万元,2021年初完成B轮融资…由凡创资本投资,https://pitchhub.36kr.com/project/1679626708439811,2021,融资信息/搜索摘要,低
恺望数据,字节跳动,科技大厂,客户,AI大模型数据,在AI大模型领域的合作客户包括商汤、字节跳动与文心一言等,https://startup.aliyun.com/info/1062313.html,约2023（Pre-A）,融资稿/搜索摘要,中
恺望数据,百度（文心一言）,科技大厂,客户,AI大模型数据,合作客户包括商汤、字节跳动与文心一言等,https://startup.aliyun.com/info/1062313.html,约2023（Pre-A）,融资稿/搜索摘要,中
恺望数据,商汤,AI应用公司,客户,AI大模型数据,合作客户包括商汤、字节跳动与文心一言等,https://startup.aliyun.com/info/1062313.html,约2023（Pre-A）,融资稿/搜索摘要,中
恺望数据,长安、广汽、奇瑞、上汽,企业,客户,自动驾驶数据采集标注,在自动驾驶领域与长安、广汽、奇瑞、上汽等车企…建立合作关系,https://startup.aliyun.com/info/1062313.html,约2023（Pre-A）,融资稿/搜索摘要,中
恺望数据,毫末、旷视、元戎,垂直AI,客户,自动驾驶数据,以及毫末、旷视、元戎等自动驾驶公司建立合作关系,https://startup.aliyun.com/info/1062313.html,约2023（Pre-A）,融资稿/搜索摘要,中
恺望数据,亦庄产业升级基金、华方资本、天际资本（联合领投）,政府,投资方,逾亿元战略融资,由北京亦庄产业升级基金、华方资本、天际资本多方联合领投,https://news.pedaily.cn/202608/567244.shtml,2026-08-04,融资稿,高
恺望数据,鹿明机器人、松延动力、自变量机器人、觅蜂科技（智元旗下）,垂直AI,投资方,具身智能公司跟投（亦为数据需求方）,鹿明机器人、松延动力、自变量机器人、智元旗下觅蜂科技等头部具身智能公司跟投,https://news.pedaily.cn/202608/567244.shtml,2026-08-04,融资稿,高
恺望数据,亚盛投资,其他,投资方,Pre-A轮数千万元,完成数千万元Pre-A轮融资，亚盛投资领投,https://startup.aliyun.com/info/1062313.html,约2023,融资稿,中
龙猫数据,月之暗面（Kimi）,国内大模型公司,客户,大模型数据采集/标注,龙猫数据的大模型客户包括月之暗面（Kimi）、智谱AI、腾讯混元,https://www.sohu.com/a/873181553_701215,未核（约2025）,媒体软文/搜索摘要,低
龙猫数据,智谱AI,国内大模型公司,客户,大模型数据采集/标注,大模型客户包括月之暗面（Kimi）、智谱AI、腾讯混元,https://www.sohu.com/a/873181553_701215,未核（约2025）,媒体软文/搜索摘要,低
龙猫数据,腾讯混元,科技大厂,客户,大模型数据采集/标注,大模型客户包括…腾讯混元；2022年成为腾讯核心供应商,https://www.sohu.com/a/873181553_701215,未核（约2025）,媒体软文/搜索摘要,低
龙猫数据,三星、大疆、阿里、字节跳动,科技大厂,客户,终端/互联网数据采集标注,客户…包括终端与互联网领域的三星、大疆、腾讯、阿里、字节跳动,https://www.sohu.com/a/873181553_701215,未核（约2025）,媒体软文/搜索摘要,低
龙猫数据,蔚来、理想、博世,企业,客户,自动驾驶数据标注,自动驾驶领域的蔚来、理想、博世等,https://www.sohu.com/a/873181553_701215,未核（约2025）,媒体软文/搜索摘要,低
龙猫数据,金沙江创投（领投）、九合创投、不惑创投,其他,投资方,A轮3370万元,A轮融资，本轮由金沙江创投领投，九合创投、不惑创投继续跟投,https://36kr.com/p/1721971671041,未核（早于2024）,融资稿/搜索摘要,低
