供应商,客户或合作方,客户类型,关系类型,工作内容或领域,原文证据,来源链接,来源日期,来源类型,置信度
Scale AI（含 Outlier、Remotasks）,卡塔尔政府,政府,客户,五年合作，支撑 50 多个公共部门 AI 应用,five-year partnership with the Qatari government ... over 50 public sector AI applications,https://sacra.com/c/scale-ai/,2025,二手转述（搜索摘要）,低
Scale AI（含 Outlier、Remotasks）,Circadence,企业,合作,政府与企业网络安全智能体,Circadence and Scale AI announced a strategic partnership,https://www.businesswire.com/news/home/20260624276348/en/Circadence-and-Scale-AI-Partner-to-Strengthen-AI-Driven-Cyber-Readiness-Across-Government-and-Enterprise,2026-06-24,新闻稿,高
Scale AI（含 Outlier、Remotasks）,Center for AI Safety（CAIS）,高校研究机构,共建基准,Humanity's Last Exam 专家难题基准,Scale AI and the Center for AI Safety (CAIS) published results of Humanity's Last Exam,https://scale.com/blog/humanitys-last-exam-results,2025-01,供应商官方,高
Scale AI（含 Outlier、Remotasks）,NVIDIA,科技大厂,论文致谢,HelpSteer2/HelpSteer3 偏好数据的标注员通过 Scale AI 签约,Annotators were contracted by vendors Scale AI and Translated,https://huggingface.co/datasets/nvidia/HelpSteer3,2025,客户官方数据卡（搜索摘要）,中
Scale AI（含 Outlier、Remotasks）,NVIDIA,科技大厂,客户,Nemotron 的人类数据除 Mercor 外还来自 Turing 和 Scale AI,Nvidia sources human training data from external vendors such as Turing and Scale AI,https://github.com/marin-community/marin/issues/9284,2026,二手转述（搜索摘要）,低
Scale AI（含 Outlier、Remotasks）,Meta（Llama 2）,科技大厂,论文致谢,Llama 2 偏好数据的采集涉及 Surge 和 Scale,The involvement of data annotation firms like Surge and Scale adds to data opacity in the Llama 2 project,https://www.interconnects.ai/p/llama-2-from-meta,2023-07,二手转述（搜索摘要）,低
Scale AI（含 Outlier、Remotasks）,Mercor,其他,客户变动（停止合作等）,"起诉 Mercor 与前员工窃取商业秘密，称其向""Customer A""（Scale 最大客户之一）推销","Ling then contacted one of Scale's top clients, referred to as ""Customer A,"" on behalf of Mercor",https://dockets.justia.com/docket/california/candce/3:2025cv07402/455638,2025-09-03,公开诉讼文件,高
Surge AI（含 DataAnnotation）,Anthropic,frontier lab,论文致谢,Constitutional AI 论文的大部分数据由 Surge、MTurk、Upwork 提供,"We'd like to thank the staff and workers at Surge AI, Amazon MTurk, and Upwork for providing most of the data for our research",https://arxiv.org/pdf/2212.08073,2022-12,论文原文致谢,低
Surge AI（含 DataAnnotation）,Anthropic,frontier lab,论文致谢,Scalable Oversight 论文由 Surge 人员招募和管理参与者,"Edwin Chen, Craig Pettit, and Scott Heiner at Surge AI recruited and managed the team of participants",https://arxiv.org/pdf/2211.03540,2022-11,论文原文致谢,低
Surge AI（含 DataAnnotation）,Anthropic,frontier lab,客户,Surge 官方案例：Anthropic 用 Surge 的 RLHF 平台,Anthropic uses Surge AI's RLHF platform to train LLM Assistant with human feedback,https://surgehq.ai/blog/anthropic-surge-ai-rlhf-platform-train-llm-assistant-human-feedback,2023,供应商官方,低
Surge AI（含 DataAnnotation）,Meta（Superintelligence Labs）,科技大厂,共建基准,AdvancedIF 指令遵循基准，prompt 与评分细则全部由专家编写,Meta Superintelligence Labs partnered with Surge to build AdvancedIF,https://en.wikipedia.org/wiki/Surge_AI,2025,二手转述（搜索摘要）,中
Surge AI（含 DataAnnotation）,Meta（TBD Lab）,科技大厂,客户,TBD Lab 使用 Mercor 和 Surge 训练模型,Meta has been working with Mercor and Surge since before TBD Labs was spun up,https://techcrunch.com/2025/08/29/cracks-are-forming-in-metas-partnership-with-scale-ai,2025-08-29,媒体报道,中
Surge AI（含 DataAnnotation）,Meta / OpenAI,科技大厂,客户,劳动诉讼称标注员为 Meta、OpenAI 等客户做训练项目,tasked with AI training projects for client companies including Meta Platforms Inc. and OpenAI Inc.,https://news.bloomberglaw.com/litigation/ai-training-firm-surge-ai-hit-with-worker-misclassification-suit,2025-05,公开诉讼文件（媒体转述）,中
Surge AI（含 DataAnnotation）,Google / Meta / Microsoft / Anthropic / Mistral,其他,客户,Forbes 报道列出的客户,"With the support of customers such as Google, Meta, Microsoft, Anthropic, and Mistral",https://www.forbes.com/sites/phoebeliu/2025/09/17/the-ai-billionaire-youve-never-heard-of/,2025-09-17,媒体报道（搜索摘要）,中
Surge AI（含 DataAnnotation）,OpenAI,frontier lab,客户,2021 年起成为客户,having landed clients like OpenAI in 2021 and Anthropic in 2022,https://research.contrary.com/company/surge-ai,2025,二手转述（搜索摘要）,低
Surge AI（含 DataAnnotation）,腾讯,国内大模型公司,客户,向腾讯供应训练数据（人类偏好数据集）,Tencent relies on Surge AI for data provision,https://www.forbes.com/sites/annatong/2026/08/05/silicon-valleys-other-china-problem-its-training-their-ai/,2026-08-05,媒体报道（搜索摘要）,中
Surge AI（含 DataAnnotation）,美国陆军 / 美国空军,政府,客户,政府客户,"Surge AI's customers have included the U.S. Army, the U.S. Air Force and Anthropic",https://www.forbes.com/sites/annatong/2026/08/05/silicon-valleys-other-china-problem-its-training-their-ai/,2026-08-05,媒体报道（搜索摘要）,中
Surge AI（含 DataAnnotation）,Meta（Llama 2）,科技大厂,论文致谢,Llama 2 偏好数据采集涉及 Surge,The involvement of data annotation firms like Surge and Scale adds to data opacity in the Llama 2 project,https://www.interconnects.ai/p/llama-2-from-meta,2023-07,二手转述（搜索摘要）,低
Mercor,OpenAI / Anthropic / Google DeepMind,frontier lab,客户,2026 H1 总收入 6.14 亿美元，约 91% 来自基础模型公司,Mercor had $614M in gross revenue in H1 2026 ... with ~91% from foundation model makers like OpenAI and Anthropic,https://www.techmeme.com/260721/p22,2026-07-21,媒体报道（The Information 转述）,中
Mercor,OpenAI / Anthropic / Google DeepMind,frontier lab,客户,超过 90% 的收入来自这三家,"More than 90% of that revenue comes from just three customers: OpenAI, Anthropic, and Google DeepMind",https://aiweekly.co/alerts/mercor-books-614m-in-h1-2026-leaning-on-openai-anthropic,2026-07,二手转述（搜索摘要）,中
Mercor,Meta,科技大厂,客户变动（停止合作等）,LiteLLM 供应链攻击导致数据泄露后，Meta 无限期暂停合作,Meta indefinitely paused all work with Mercor,https://cybernews.com/tech/meta-suspends-work-with-mercor-after-security-breach/,2026-04,媒体报道,中
Mercor,OpenAI,frontier lab,客户,泄露事件后 OpenAI 调查自身数据是否受影响，未停止项目,OpenAI has said it is investigating ... though it has not halted its projects with Mercor,https://techcrunch.com/2026/04/09/after-data-breach-10b-valued-startup-mercor-is-having-a-month,2026-04-09,媒体报道,中
Mercor,Meta（TBD Lab）,科技大厂,客户,TBD Lab 使用 Mercor 和 Surge,Meta's TBD Labs ... is working with third-party data labeling vendors other than Scale AI ... specifically Mercor and Surge,https://techcrunch.com/2025/08/29/cracks-are-forming-in-metas-partnership-with-scale-ai,2025-08-29,媒体报道,中
Mercor,NVIDIA,科技大厂,客户,为开源 Nemotron 模型采购法律、金融、科学领域专家数据，上季度付款数千万美元,Nvidia paid Mercor tens of millions of dollars for high-quality data curated by domain experts,https://www.theinformation.com/articles/nvidia-discusses-funding-ai-data-supplier-mercor-20-billion-valuation,2026-08,媒体报道（搜索摘要）,中
Mercor,NVIDIA,科技大厂,投资方,洽谈以 200 亿美元估值入股,Nvidia is in talks to invest in AI data labeling firm Mercor,https://dealroom.co/news/146079-nvidia-in-talks-to-back-mercor-at-20b-valuation/,2026-08,媒体报道,中
Mercor,阿里巴巴,国内大模型公司,客户,阿里员工录音显示与 AfterQuery、Mercor 签有采购协议,Audio transcripts from an Alibaba employee point to purchase agreements with AfterQuery and Mercor,https://www.forbes.com/sites/annatong/2026/08/05/silicon-valleys-other-china-problem-its-training-their-ai/,2026-08-05,媒体报道（搜索摘要）,中
Mercor,腾讯,国内大模型公司,客户,同时为腾讯提供数据,"Mercor, which won a contract with the U.S. federal government, also works with Tencent",https://aiweekly.co/alerts/surge-ai-mercor-reportedly-sell-training-data-to-chinese-labs,2026-08,二手转述（搜索摘要）,低
Mercor,美国联邦政府,政府,客户,获得联邦合同,"Mercor, which won a contract with the U.S. federal government",https://aiweekly.co/alerts/surge-ai-mercor-reportedly-sell-training-data-to-chinese-labs,2026-08,二手转述（搜索摘要）,低
Mercor,Scale AI,其他,客户变动（停止合作等）,被 Scale 起诉：前员工带走 100 多份客户策略文件，并向 Scale 大客户推销 Mercor,downloaded more than 100 customer strategy documents,https://www.claimsjournal.com/news/national/2025/09/04/332758.htm,2025-09-04,公开诉讼文件（媒体转述）,中
Mercor,Harvard Law School / Scripps Research,高校研究机构,共建基准,APEX 基准由 Mercor 与外部专家（Sunstein、Topol）合著,"Cass R. Sunstein (Harvard Law School), and Eric Topol (The Scripps Research Institute)",https://arxiv.org/html/2509.25721v1,2025-09,论文原文,高
Turing,OpenAI / Anthropic / Meta / Google / Microsoft / Nvidia / Amazon,其他,客户,为这些公司生成专家级数据集,"Turing works with OpenAI, Anthropic, Meta, Google, Microsoft, Nvidia, and Amazon to generate expert-level datasets",https://www.sourcery.vc/p/exclusive-inside-the-22b-ai-research,2025-03,媒体报道（搜索摘要）,中
Turing,OpenAI / Google / Anthropic / Meta,frontier lab,客户,关键需求方，用于训练数据、评测、后训练,"Clients including OpenAI, Google, Anthropic, and Meta became key demand sources",https://sacra.com/c/turing/,2025,二手转述（搜索摘要）,低
Turing,字节跳动,国内大模型公司,客户,内部项目文件显示 Turing 为字节做过项目,Internal project documentation suggests US data labeling startup Turing has worked with ByteDance,https://www.forbes.com/sites/annatong/2026/08/05/silicon-valleys-other-china-problem-its-training-their-ai/,2026-08-05,媒体报道,中
Turing,NVIDIA,科技大厂,客户,Nemotron 人类数据来源之一,Nvidia sources human training data from external vendors such as Turing and Scale AI,https://github.com/marin-community/marin/issues/9284,2026,二手转述（搜索摘要）,低
Turing,Scale 流失客户（多家实验室）,frontier lab,客户变动（停止合作等）,Turing CEO 称 Meta-Scale 交易是转折点，承接流失客户,"Surge AI, Mercor, and Turing are the three fastest-growing independents, each picking up business from customers that left Scale",https://www.teahose.com/guides/scale-ai-competitors,2026,二手转述（搜索摘要）,低
Handshake AI,OpenAI / Anthropic,frontier lab,客户,为前沿模型提供专家级反馈,providing expert-level feedback for training frontier AI models from companies like OpenAI and Anthropic,https://joinhandshake.com/blog/our-team/introducing-handshake-ai/,2025,供应商官方（搜索摘要）,中
Handshake AI,8 家前沿实验室（未具名）,frontier lab,客户,16 个月内年化总收入从 0 做到超过 10 亿美元,working with eight frontier AI labs and drawing on hundreds of thousands of contributors,https://time.com/collection/time100-ai/2026/garrett-lord/,2026,媒体报道,中
Handshake AI,OpenAI / Microsoft / xAI,其他,客户变动（停止合作等）,Meta-Scale 交易后转向 Handshake 等供应商,"OpenAI, Microsoft, and xAI joined the exodus from competing platforms like Scale AI ... moving to Handshake and other providers",https://sacra.com/research/handshake-indeed-for-data-labelers/,2026,二手转述（搜索摘要）,低
Handshake AI,OpenAI,frontier lab,合作,Codex Creator Challenge 学生活动（非数据业务）,Handshake and OpenAI launch Codex Creator Challenge,https://www.edtechinnovationhub.com/news/handshake-and-openai-launch-codex-creator-challenge-to-expand-student-ai-skills,2026,媒体报道,中
Invisible Technologies,OpenAI,frontier lab,客户,2022 年起为 OpenAI 微调模型,"in 2022 when OpenAI engaged Invisible to help fine-tune their models, leading to additional contracts with Amazon, Microsoft, Cohere",https://sacra.com/c/invisible/,2025,二手转述（搜索摘要）,低
Invisible Technologies,Microsoft / AWS / American Family Insurance / Charlotte Hornets,其他,客户,公司自述客户,"it works with tech giants like Microsoft and AWS, insurance provider American Family Insurance, and even the NBA's Charlotte Hornets",https://www.inc.com/ben-sherry/invisible-technologies-just-raised-100-million-to-build-out-tools-for-businesses/91241134,2025-09,媒体报道,中
Invisible Technologies,Cohere,AI 应用公司,客户,Command R 幻觉减少、10 种语言扩展、稀有编程语言,Cohere partnered with Invisible to train their Command R model for hallucination reduction,https://invisibletech.ai/case-studies/cohere-agentic-enterprise-tasks,2024,供应商官方案例,中
micro1,Microsoft,科技大厂,客户,CEO 在融资报道中点名,"working with leading AI labs, including Microsoft, as well as several Fortune 100 companies",https://techcrunch.com/2025/09/12/micro1-a-competitor-to-scale-ai-raises-funds-at-500m-valuation/,2025-09-12,媒体报道,中
micro1,Microsoft / Amazon / xAI / 1X,其他,客户,客户包括前沿实验室、Microsoft、Amazon 和机器人公司 1X,"the company counts frontier AI labs, Microsoft, Amazon and robotics company 1X among its customers",https://forbes.pe/tecnologia/2026-09-23/este-joven-de-25-anos-recaudo-mas-de-us-100-millones-para-su-startup-de-datos-de-ia-con-una-valoracion-de-us4000-millones,2026-09-23,媒体报道（搜索摘要）,中
micro1,前沿实验室 / xAI 联合创始人,frontier lab,投资方,新一轮投资方包括客户和 xAI 两位联合创始人,"participation from some of the company's customers and investors, including frontier AI labs and co-founders of xAI",https://ecosistemastartup.com/micro1-vale-us4-000m-con-su-negocio-de-datos-para-ia/,2026-09,二手转述（搜索摘要）,低
Snorkel AI,前沿实验室 / 超大云厂商 / 新实验室 / 美国政府机构,其他,客户,客户类型描述，ARR 3.75 亿美元,"Snorkel now partners with frontier labs, hyperscalers, neolabs, vertical AI leaders, enterprises, and U.S. government agencies",https://www.prnewswire.com/news-releases/snorkel-ai-raises-350m-to-scale-the-data-factory-for-frontier-ai-302886796.html,2026-09-22,供应商官方新闻稿（搜索摘要）,中
Snorkel AI,美国前十大银行中的 7 家,金融机构,客户,企业 AI 数据平台,"works with 7 of the top 10 US banks, Fortune 500 companies, federal agencies, and leading LLM providers",https://www.businesswire.com/news/home/20250529083998/en/Snorkel-AI-Announces-$100-Million-Series-D-and-Expanded-Platform-to-Power-Next-Phase-of-AI-with-Expert-Data,2025-05-29,供应商官方新闻稿（搜索摘要）,中
Snorkel AI,Hugging Face / Together AI / Prime Intellect / PyTorch,其他,合作,300 万美元 Open Benchmarks Grants，资助开源智能体基准,"We're partnering up with @HuggingFace, @togethercompute, @PrimeIntellect, Factory HQ, @harborframework, and @PyTorch",https://x.com/SnorkelAI/status/2022006467000471903,2026-02,供应商官方,高
Labelbox（含 Alignerr）,Meta,科技大厂,共建基准,为 Meta 的 GIM 基准提供 820 道专家编写题目及评分细则,Labelbox produced the data foundation for Meta's GIM benchmark with 820 expert-authored problems,https://labelbox.com/blog/,2026,供应商官方（搜索摘要）,中
Labelbox（含 Alignerr）,Google Cloud,科技大厂,合作,Google Cloud 官方 LLM 人类评估合作伙伴,Labelbox is Google Cloud's official partner for LLM human evaluations,https://7wdata.be/company/labelbox/,2024-04,二手转述（搜索摘要）,低
Labelbox（含 Alignerr）,美国主要 AI 实验室,frontier lab,客户,覆盖 80% 以上美国头部 AI 实验室,deep penetration with 80%+ of leading U.S. AI labs,https://7wdata.be/company/labelbox/,2025,二手转述（搜索摘要）,低
Labelbox（含 Alignerr）,Scale 流失客户,frontier lab,客户变动（停止合作等）,CEO 称年底前可能从 Scale 流失客户处获得数亿美元新收入,"will ""probably generate hundreds of millions of new revenue"" by the end of the year from customers fleeing Scale",https://www.cnbc.com/2025/06/14/google-scale-ais-largest-customer-plans-split-after-meta-deal.html,2025-06,媒体报道（Reuters 转述）,中
Labelbox（含 Alignerr）,Walmart / P&G / Genentech / Adobe,企业,官网客户墙（转述）,标注平台生产用户,"Walmart, Procter & Gamble, Genentech, and Adobe use Labelbox for production workflows",https://7wdata.be/company/labelbox/,2025,二手转述（搜索摘要）,低
Toloka,Amazon / Microsoft / Anthropic / Shopify,其他,客户,融资报道列出的客户，业务为安全评测、红队、专家数据,"now supports clients including Amazon, Microsoft, Anthropic, and Shopify",https://siliconangle.com/2025/05/07/ai-data-provider-toloka-raises-72m-funding/,2025-05-07,媒体报道,中
Toloka,Bezos Expeditions / Mikhail Parakhin（Shopify CTO）,其他,投资方,领投 7200 万美元，Parakhin 任执行董事长,Bezos Expeditions is leading a $72-million investment,https://nebius.com/newsroom/nebius-welcomes-bezos-expeditions-as-lead-investor-in-ai-data-business-toloka,2025-05,新闻稿,高
Toloka,Nebius,科技大厂,合作,Tendem 人类专家按需接入智能体（MCP）,Nebius and Toloka to introduce integration to bring human experts-on-demand to AI agents,https://nebius.com/blog/posts/nebius-and-toloka-to-introduce-integration-to-bring-human-experts-on-demand-to-ai-agents,2026,新闻稿,高
Appen,Google,科技大厂,客户变动（停止合作等）,Google 于 2024.3 终止合同（搜索、Bard 训练），占 Appen 收入 26% 左右,"Alphabet ends contract with Appen, which trained Bard, Google Search",https://www.cnbc.com/2024/01/23/alphabet-ends-contract-with-appen-which-trained-bard-google-search.html,2024-01-23,媒体报道,中
Appen,中国科技大厂（未具名）,国内大模型公司,财报披露,Appen China H1 FY26 收入 7620 万美元，增长 80%，年化超 1.75 亿美元，来自中国大厂出海的 LLM 工作,China revenue grew 80% to $76.2 million ... annualized revenue run rate exceeding $175 million,https://www.investing.com/news/company-news/appen-h1-fy26-slides-china-surge-drives-17-revenue-growth-93CH-4878249,2026-08-27,财报,高
Appen,中国科技大厂（未具名）,国内大模型公司,财报披露,中国收入由本土大厂出海 LLM 需求驱动,driven by LLM work for Chinese tech majors expanding internationally,https://slator.com/appen-leans-on-china-llm-work-us-clients-remains-volatile/,2026,媒体报道,中
Appen,全球十大科技公司中的 8 家,科技大厂,财报披露,年报口径的客户覆盖,clients include eight of the top ten largest technology companies,https://cdn.prod.website-files.com/656a605609413dfd3feb9d34/699fbc072974a573b2b7a48c_Appen%20Annual%20Report%202025.pdf,2026-02,财报（搜索摘要）,中
Appen,Cohere,AI 应用公司,客户,PANDA Plus 偏好数据与 SFT，为 Command 模型提供专家标注员,Appen partnered with Cohere to scale high-quality supervised fine-tuning and LLM evaluation,https://www.appen.com/case-studies/cohere-fine-tuning-for-enterprise,2024,供应商官方案例,中
Appen,Google,科技大厂,招聘暗示,Google 搜索质量评分员供应商之一（与 TELUS、Welocalize 并列）,"Telus International, Appen Connect and Welocalize are the vendor companies of Google for its Quality Rater job",https://up2staff.com/internet-rater-at-welocalize,n/a,二手转述（搜索摘要）,低
TELUS Digital（含原 Lionbridge AI）,Google,科技大厂,财报披露,Google 是最大外部客户，2019 年占收入约 12%；2019 年 Google 占 Lionbridge AI 收入 65%,"Google accounted for 65% of Lionbridge AI's revenue in the year ended December 31, 2019",https://www.sec.gov/Archives/edgar/data/868675/000110465921045670/tm219669d2_ex99-1.pdf,2021,财报,低
TELUS Digital（含原 Lionbridge AI）,Google,科技大厂,财报披露,2024 年对 Google 的收入增长抵消了部分科技客户的下滑,"offset by growth in revenue from other clients within this industry vertical, including Google",https://www.businesswire.com/news/home/20250213367125/en/TELUS-Digital-reports-fourth-quarter-and-full-year-2024-results-delivering-stable-operating-and-financial-performance-provides-outlook-for-2025,2025-02-13,财报,高
TELUS Digital（含原 Lionbridge AI）,Google,科技大厂,财报披露,2025 Q1 来自 Google 等科技与电商客户的收入下降,"lower revenues from certain technology and eCommerce clients, including Google",https://www.sec.gov/Archives/edgar/data/868675/000110465925046469/tm2510346d2_ex99-1.htm,2025-05,财报（搜索摘要）,中
TELUS Digital（含原 Lionbridge AI）,某头部社交媒体客户（未具名）,科技大厂,财报披露,2024 年科技与游戏板块收入下降，主要因头部社交媒体客户收入减少,lower revenue from a leading social media client,https://www.nasdaq.com/press-release/telus-digital-reports-fourth-quarter-and-full-year-2024-results-delivering-stable,2025-02-13,财报,高
Innodata,最大客户（未具名，外界普遍推测为 Meta）,科技大厂,财报披露,2025 年单一 DDS 客户占总收入约 58%（2024 年约 48%）,one customer in the DDS segment accounted for approximately 58% of the Company's total revenues,https://www.sec.gov/Archives/edgar/data/903651/000110465926020655/inod-20251231x10k.htm,2026-02,财报,高
Innodata,Meta（推测）,科技大厂,财报披露,媒体根据前员工与招聘记录推测最大客户是 Meta,Meta is the unnamed customer that has historically represented a large portion of Innodata's revenue,https://hntrbrk.com/breaking-news/innodata-muse,2026,二手转述（搜索摘要）,低
Innodata,"""Magnificent Seven"" 中的 5 家",科技大厂,财报披露,客户覆盖 5 家 Mag7 和多家头部 AI 实验室,"the customer base includes five of the companies commonly referred to as the ""Magnificent Seven,"" as well as several leading artificial intelligence research labs",https://www.sec.gov/Archives/edgar/data/903651/000110465926020655/inod-20251231x10k.htm,2026-02,财报（搜索摘要）,高
Innodata,最大客户 / 另一大厂客户（均未具名）,科技大厂,财报披露,2026 Q2 最大客户占 37%（Q1 为 56%），另一大厂客户从 17% 升至 34%；最大客户新签长程智能体个性化与电脑操作 RL 环境项目,"the largest customer represented 37% of revenue, down from 56% in Q1, while the Big Tech customer scaled from 17% of revenue to 34%",https://www.investing.com/news/transcripts/earnings-call-transcript-innodata-beats-q2-2026-estimates-shares-jump-after-hours-93CH-4844694,2026-08-06,财报电话会,高
Innodata,新前沿实验室客户（未具名）,frontier lab,财报披露,"2026 Q2 新签一家""增长最快的前沿实验室之一""","landed an important new customer in the quarter, one of the fastest-scaling frontier labs",https://investor.innodata.com/news/news-details/2026/Innodata-Reports-Record-Second-Quarter-2026-Results/default.aspx,2026-08-06,财报,高
Innodata,Palantir,企业,客户,为 Palantir 项目做标注、多模态数据工程和生成式 AI 工作流支持,Innodata Selected by Palantir to Accelerate Advanced Initiatives in AI-Powered Rodeo Modernization,https://innodata.com/innodata-selected-by-palantir/,2025,供应商官方新闻稿,高
Innodata,"""Magnificent Seven"" 大厂客户（未具名）",科技大厂,财报披露,新项目年化约 4400 万美元,"Innodata Awarded New Programs from ""Magnificent Seven"" Big Tech Customer Valued at Approximately $44 Million",https://investor.innodata.com/news/news-details/2024/Innodata-Awarded-New-Programs-from-Magnificent-Seven-Big-Tech-Customer-Valued-at-Approximately-44-Million-in-Annualized-Run-Rate-Revenue-06-03-2024/default.aspx,2024-06-03,供应商官方新闻稿,低
Sama,OpenAI,frontier lab,客户,为 ChatGPT 安全过滤标注有害文本（肯尼亚团队）,OpenAI partnered with Sama ... to detect and label toxic content,https://time.com/6247678/openai-chatgpt-kenya-workers/,2023-01,媒体报道,低
Sama,Google（Gemini、Search、ODML）/ Walmart / NASA,其他,官网客户墙（转述）,官网列出的企业客户,"enterprise clients, including Google (Gemini, Search, ODML), Walmart, and NASA, trust Sama",https://www.sama.com/,2025,供应商官网（搜索摘要）,低
Sama,GM / Ford / Microsoft / Google,其他,官网客户墙（转述）,财富 50 强中 25% 为客户,"25% of Fortune 50 companies, including GM, Ford, Microsoft and Google, trust Sama",https://www.sama.com/,2025,供应商官网（搜索摘要）,低
iMerit（含 Scholars）,生成式 AI 七大公司中的 3 家 / 8 家自动驾驶公司 / 3 个美国政府机构,其他,客户,未具名的客户结构,"three of the big seven generative AI companies, eight of the top autonomous vehicle companies, three large U.S. government agencies",https://techcrunch.com/2025/07/09/imerit-believes-better-quality-data-not-more-data-is-the-future-of-ai/,2025-07-09,媒体报道,中
iMerit（含 Scholars）,EXL,企业,投资方,EXL 以最高 3.1 亿美元收购 iMerit（被收购方）,EXL ... announced a definitive agreement to acquire iMerit,https://ir.exlservice.com/news-releases/news-release-details/exl-acquire-imerit-advancing-its-leadership-enterprise-ai-adding,2026-06-24,新闻稿,高
Prolific,Google DeepMind,frontier lab,合作,Deliberate Lab 多人-AI 实时实验平台,How Google DeepMind is advancing multi-party AI research with Deliberate Lab,https://www.prolific.com/resources/how-google-deepmind-is-advancing-multi-party-ai-research-with-deliberate-lab,2025,供应商官方,高
Prolific,Google DeepMind,frontier lab,论文致谢,危险能力评测论文从 Prolific 招募约 2200 名参与者,"used Prolific participants ... using about 2,200 participants total",https://arxiv.org/pdf/2403.13793,2024-03,论文原文,低
Prolific,Google / Stanford / Oxford / KCL / 欧盟委员会,其他,客户,研究与企业客户,including industry giants like Google and prestigious institutions such as Stanford University,https://sacra.com/c/prolific/,2026,二手转述（搜索摘要）,低
Uber AI Solutions,Aurora / Niantic,企业,客户,50 多家企业客户中点名的两家,"more than 50 corporate customers, including the autonomous vehicle company Aurora and Niantic",https://www.forbes.com/sites/richardnieva/2025/06/20/uber-scale-data-labeling/,2025-06-20,媒体报道,中
Uber AI Solutions,Segments.ai,企业,投资方,Uber 收购多传感器标注平台 Segments.ai（被收购方）,Uber Buys Data Labeling Startup in Push to Sell AI Services,https://www.bloomberg.com/news/articles/2025-10-02/uber-buys-data-labeling-startup-in-push-to-sell-ai-services,2025-10-02,媒体报道,中
